dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,val_accuracy,train_accuracy,gen_gap,split_protocol,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,gap_attack_auc,gap_attack_acc,mlp_phi_attack_auc,mlp_phi_attack_acc,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,multi_query_k,dp_epsilon,noise_mass,frac_protected,frac_seeds,mean_scale,relative_noise_mass_vs_uniform,n_protected,tag
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.81,0.00144,0.8781,0.8801,0.9769,0.0988,random_40_20_40,0.8695,0.9551,0.5681,0.5531,0.5617,0.5346,0.0,0.0,0.5494,0.5494,0.5574,0.5512,,,0.519,0.5115,0.0092,0.0148,0.1289,3.1723,1,,311.5959,0.9996,,0.1151,0.3288,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.81,0.00144,0.8717,0.9133,0.9861,0.1145,random_40_20_40,0.8589,0.9491,0.5733,0.5466,0.566,0.5392,0.0,0.0157,0.5572,0.5572,0.5718,0.5512,,,0.5191,0.5115,0.0102,0.012,0.1233,3.1902,1,,298.0522,0.9996,,0.1101,0.3145,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.81,0.00144,0.8698,0.8948,0.9834,0.1136,random_40_20_40,0.8617,0.9591,0.5664,0.5466,0.5675,0.542,0.0,0.0,0.5568,0.5568,0.5479,0.5605,,,0.4951,0.4922,0.0102,0.0185,0.1248,3.2083,1,,303.044,0.9996,,0.1119,0.3197,2707.0,sami
Cora,GraphSAGE,none,{},42,eac9960f8ba0,0.81,0.00144,0.8809,0.8579,1.0,0.1191,random_40_20_40,0.8756,0.9802,0.6572,0.6528,0.6455,0.5854,0.0,0.0102,0.5596,0.5596,0.6569,0.6482,,,0.5663,0.5471,0.0129,0.0397,0.0549,1.1779,5,,,,,,,,none
Cora,GraphSAGE,none,{},123,eac9960f8ba0,0.81,0.00144,0.8707,0.8745,1.0,0.1293,random_40_20_40,0.8586,0.9783,0.6531,0.6482,0.6439,0.578,0.0,0.0212,0.5646,0.5646,0.6528,0.6445,,,0.5776,0.5512,0.0139,0.0323,0.0623,1.0745,5,,,,,,,,none
Cora,GraphSAGE,none,{},456,eac9960f8ba0,0.81,0.00144,0.8846,0.8875,1.0,0.1154,random_40_20_40,0.8768,0.9861,0.6535,0.65,0.6456,0.5854,0.0,0.0259,0.5577,0.5577,0.6533,0.6491,,,0.5587,0.5439,0.0102,0.0268,0.0428,1.087,5,,,,,,,,none
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.7054,0.6734,0.8052,0.0997,random_40_20_40,0.6803,0.8974,0.5716,0.554,0.5734,0.5466,0.0,0.0,0.5499,0.5499,0.5713,0.554,,,0.5208,0.5088,0.0046,0.0203,0.1419,1.0943,5,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.7184,0.7306,0.8098,0.0914,random_40_20_40,0.6922,0.8958,0.5584,0.5466,0.5472,0.5162,0.0,0.0,0.5457,0.5457,0.5591,0.542,,,0.5301,0.5162,0.0065,0.0222,0.1461,1.0921,5,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.7239,0.7122,0.8135,0.0896,random_40_20_40,0.7007,0.8999,0.5485,0.5503,0.5531,0.5346,0.0,0.0,0.5448,0.5448,0.5755,0.566,,,0.5001,0.5046,0.0157,0.0231,0.1513,1.0797,5,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",42,eac9960f8ba0,0.81,0.00144,0.8707,0.8487,0.9982,0.1274,random_40_20_40,0.8635,0.9475,0.6055,0.5762,0.5982,0.5614,0.0,0.0,0.5637,0.5637,0.592,0.5706,,,0.5246,0.512,0.0037,0.0092,0.1592,1.0749,5,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",123,eac9960f8ba0,0.81,0.00144,0.868,0.8727,0.9945,0.1265,random_40_20_40,0.8581,0.9447,0.5837,0.5743,0.5754,0.5309,0.0,0.0166,0.5633,0.5633,0.5712,0.5642,,,0.5323,0.5208,0.0129,0.0222,0.1473,1.094,5,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",456,eac9960f8ba0,0.81,0.00144,0.8781,0.8764,0.9926,0.1145,random_40_20_40,0.8672,0.9524,0.5763,0.5512,0.581,0.5429,0.0,0.0,0.5572,0.5572,0.5668,0.5753,,,0.5041,0.5092,0.0102,0.0157,0.1658,1.0721,5,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.81,0.00144,0.8929,0.8948,0.9982,0.1053,random_40_20_40,0.8894,0.9795,0.6095,0.5789,0.5026,0.4848,0.0009,0.0092,0.5526,0.5526,0.6812,0.6057,,,0.5441,0.5309,0.0018,0.012,0.084,3.2972,5,,325.5,0.4007,0.1931,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.81,0.00144,0.8735,0.9188,0.9972,0.1237,random_40_20_40,0.8625,0.9731,0.6179,0.5512,0.5259,0.4995,0.0018,0.0092,0.5619,0.5619,0.7024,0.6464,,,0.5616,0.5429,0.0028,0.0277,0.0936,3.3327,5,,325.2,0.4003,0.1821,0.1201,0.4003,1084.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.81,0.00144,0.8809,0.9096,0.9945,0.1136,random_40_20_40,0.8694,0.9756,0.6269,0.5743,0.5187,0.4912,0.0,0.0166,0.5568,0.5568,0.6915,0.6113,,,0.5316,0.5277,0.0,0.0148,0.0932,3.3096,5,,325.5,0.4007,0.1813,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.81,0.00144,0.8947,0.8985,1.0,0.1053,random_40_20_40,0.8913,0.9729,0.6087,0.5743,0.5599,0.5365,0.0009,0.0046,0.5526,0.5526,0.5767,0.5503,,,0.5361,0.53,0.0083,0.0203,0.1578,3.4809,5,,311.5959,0.9996,,0.1151,0.3288,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.81,0.00144,0.8781,0.9151,0.9982,0.12,random_40_20_40,0.867,0.9687,0.5661,0.5531,0.5823,0.542,0.0009,0.0268,0.56,0.56,0.5593,0.5457,,,0.5353,0.5203,0.0102,0.0268,0.1489,3.3742,5,,298.0522,0.9996,,0.1101,0.3145,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.81,0.00144,0.88,0.9059,0.9991,0.1191,random_40_20_40,0.8733,0.9712,0.5759,0.5549,0.5697,0.5346,0.0028,0.0148,0.5596,0.5596,0.5791,0.5725,,,0.5123,0.5134,0.0018,0.0185,0.1493,3.7771,5,,303.044,0.9996,,0.1119,0.3197,2707.0,sami
Cora,GraphSAGE,none,{},42,eac9960f8ba0,0.81,0.00144,0.8809,0.8579,1.0,0.1191,random_40_20_40,0.8756,0.9802,0.6572,0.6528,0.6455,0.5854,0.0,0.0102,0.5596,0.5596,0.6569,0.6482,,,0.5663,0.5471,0.0129,0.0397,0.0549,1.0782,20,,,,,,,,none
Cora,GraphSAGE,none,{},123,eac9960f8ba0,0.81,0.00144,0.8707,0.8745,1.0,0.1293,random_40_20_40,0.8586,0.9783,0.6531,0.6482,0.6439,0.578,0.0,0.0212,0.5646,0.5646,0.6528,0.6445,,,0.5776,0.5512,0.0139,0.0323,0.0623,1.2123,20,,,,,,,,none
Cora,GraphSAGE,none,{},456,eac9960f8ba0,0.81,0.00144,0.8846,0.8875,1.0,0.1154,random_40_20_40,0.8768,0.9861,0.6535,0.65,0.6456,0.5854,0.0,0.0259,0.5577,0.5577,0.6533,0.6491,,,0.5587,0.5439,0.0102,0.0268,0.0428,1.1072,20,,,,,,,,none
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.7054,0.6734,0.8052,0.0997,random_40_20_40,0.6803,0.8974,0.5716,0.554,0.5734,0.5466,0.0,0.0,0.5499,0.5499,0.5713,0.554,,,0.5208,0.5088,0.0046,0.0203,0.1419,1.2488,20,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.7184,0.7306,0.8098,0.0914,random_40_20_40,0.6922,0.8958,0.5584,0.5466,0.5472,0.5162,0.0,0.0,0.5457,0.5457,0.5591,0.542,,,0.5301,0.5162,0.0065,0.0222,0.1461,1.1559,20,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.7239,0.7122,0.8135,0.0896,random_40_20_40,0.7007,0.8999,0.5485,0.5503,0.5531,0.5346,0.0,0.0,0.5448,0.5448,0.5755,0.566,,,0.5001,0.5046,0.0157,0.0231,0.1513,1.1018,20,,812.4,1.0,,0.3,1.0,2708.0,lbp_strong
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",42,eac9960f8ba0,0.81,0.00144,0.8707,0.8487,0.9982,0.1274,random_40_20_40,0.8635,0.9475,0.6055,0.5762,0.5982,0.5614,0.0,0.0,0.5637,0.5637,0.592,0.5706,,,0.5246,0.512,0.0037,0.0092,0.1592,1.1801,20,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",123,eac9960f8ba0,0.81,0.00144,0.868,0.8727,0.9945,0.1265,random_40_20_40,0.8581,0.9447,0.5837,0.5743,0.5754,0.5309,0.0,0.0166,0.5633,0.5633,0.5712,0.5642,,,0.5323,0.5208,0.0129,0.0222,0.1473,1.0673,20,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,lbp,"{""scale"": 0.12}",456,eac9960f8ba0,0.81,0.00144,0.8781,0.8764,0.9926,0.1145,random_40_20_40,0.8672,0.9524,0.5763,0.5512,0.581,0.5429,0.0,0.0,0.5572,0.5572,0.5668,0.5753,,,0.5041,0.5092,0.0102,0.0157,0.1658,1.1621,20,,324.96,1.0,,0.12,1.0,2708.0,lbp_equal_mass
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.81,0.00144,0.8966,0.8967,1.0,0.1034,random_40_20_40,0.8941,0.9806,0.618,0.5946,0.5037,0.4848,0.0009,0.0092,0.5517,0.5517,0.7066,0.6233,,,0.5543,0.5369,0.0018,0.0102,0.0931,3.723,20,,325.5,0.4007,0.1931,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.81,0.00144,0.879,0.9207,1.0,0.121,random_40_20_40,0.8688,0.9758,0.6426,0.5651,0.5293,0.4995,0.0018,0.0092,0.5605,0.5605,0.7339,0.6537,,,0.5626,0.5346,0.0018,0.0305,0.0932,6.625,20,,325.2,0.4003,0.1821,0.1201,0.4003,1084.0,harp
Cora,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.81,0.00144,0.8837,0.9077,1.0,0.1163,random_40_20_40,0.8737,0.9792,0.6344,0.5854,0.5181,0.4912,0.0,0.0166,0.5582,0.5582,0.7002,0.6436,,,0.5342,0.5282,0.0009,0.0148,0.0972,5.5975,20,,325.5,0.4007,0.1813,0.1202,0.4007,1085.0,harp
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.81,0.00144,0.8929,0.8985,1.0,0.1071,random_40_20_40,0.8897,0.9793,0.5838,0.5706,0.5552,0.5226,0.0037,0.0074,0.5536,0.5536,0.572,0.5605,,,0.5326,0.5245,0.0074,0.0222,0.1557,4.0296,20,,311.5959,0.9996,,0.1151,0.3288,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.81,0.00144,0.8763,0.9151,1.0,0.1237,random_40_20_40,0.8652,0.9793,0.5526,0.5623,0.5774,0.5365,0.0009,0.0259,0.5619,0.5619,0.5614,0.5605,,,0.5313,0.5125,0.0111,0.0203,0.1514,3.8886,20,,298.0522,0.9996,,0.1101,0.3145,2707.0,sami
Cora,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.81,0.00144,0.8781,0.9022,1.0,0.1219,random_40_20_40,0.8687,0.981,0.5825,0.5614,0.5689,0.5383,0.0046,0.0129,0.5609,0.5609,0.5701,0.5706,,,0.5069,0.5014,0.0009,0.0157,0.161,3.4962,20,,303.044,0.9996,,0.1119,0.3197,2707.0,sami
